participant,no_signed_duration,size,direction,correct,contrast,cond,response,log10_duration,duration,trial,session
perc002,0.07368,Large,1,1,Low,control,1,-1.1326503828112076,0.36839999999999995,331,1
perc002,0.01648,Small,-1,1,Low,control,0,-1.783042792638903,-0.0824,332,1
perc002,0.01648,Small,-1,1,High,control,0,-1.783042792638903,-0.0824,333,1
perc002,0.01648,Small,-1,0,High,control,1,-1.783042792638903,-0.0824,334,1
perc002,0.027144,Large,1,1,High,control,1,-1.5663261533629387,0.13572,335,1
perc002,0.027144,Small,-1,1,Low,control,0,-1.5663261533629387,-0.13572,336,1
perc002,0.2,Small,-1,1,Low,control,0,-0.6989700043360187,-1,337,1
perc002,0.07368,Large,-1,1,Low,control,0,-1.1326503828112076,-0.36839999999999995,338,1
perc002,0.07368,Large,1,1,High,control,1,-1.1326503828112076,0.36839999999999995,339,1
perc002,0.01648,Small,-1,0,Low,control,1,-1.783042792638903,-0.0824,340,1
perc002,0.01648,Small,1,1,Low,control,1,-1.783042792638903,0.0824,341,1
perc002,0.12139,Large,-1,1,High,control,0,-0.9158170885795264,-0.60695,342,1
perc002,0.07368,Small,-1,0,Low,control,1,-1.1326503828112076,-0.36839999999999995,343,1
perc002,0.12139,Small,1,1,High,control,1,-0.9158170885795264,0.60695,344,1
perc002,0.2,Small,1,1,Low,control,1,-0.6989700043360187,1,345,1
perc002,0.027144,Large,-1,1,Low,control,0,-1.5663261533629387,-0.13572,346,1
perc002,0.027144,Large,-1,1,Low,control,0,-1.5663261533629387,-0.13572,347,1
perc002,0.04472,Large,1,1,High,control,1,-1.349498205121633,0.2236,348,1
perc002,0.07368,Small,1,1,High,control,1,-1.1326503828112076,0.36839999999999995,349,1
perc002,0.2,Small,1,1,High,control,1,-0.6989700043360187,1,350,1
perc002,0.2,Large,-1,1,Low,control,0,-0.6989700043360187,-1,351,1
perc002,0.027144,Large,-1,1,High,control,0,-1.5663261533629387,-0.13572,352,1
perc002,0.07368,Small,-1,1,High,control,0,-1.1326503828112076,-0.36839999999999995,353,1
perc002,0.04472,Large,1,1,High,control,1,-1.349498205121633,0.2236,354,1
perc002,0.027144,Large,-1,1,Low,control,0,-1.5663261533629387,-0.13572,355,1
perc002,0.04472,Small,1,1,Low,control,1,-1.349498205121633,0.2236,356,1
perc002,0.027144,Large,1,1,Low,control,1,-1.5663261533629387,0.13572,357,1
perc002,0.2,Small,1,1,High,control,1,-0.6989700043360187,1,358,1
perc002,0.12139,Large,-1,1,High,control,0,-0.9158170885795264,-0.60695,359,1
perc002,0.2,Large,-1,1,Low,control,0,-0.6989700043360187,-1,360,1
perc002,0.04472,Small,-1,1,High,control,0,-1.349498205121633,-0.2236,361,1
perc002,0.2,Large,1,1,High,control,1,-0.6989700043360187,1,362,1
perc002,0.12139,Small,1,1,High,control,1,-0.9158170885795264,0.60695,363,1
perc002,0.07368,Large,-1,1,Low,control,0,-1.1326503828112076,-0.36839999999999995,364,1
perc002,0.07368,Small,-1,1,Low,control,0,-1.1326503828112076,-0.36839999999999995,365,1
perc002,0.07368,Large,1,1,High,control,1,-1.1326503828112076,0.36839999999999995,366,1
perc002,0.07368,Small,-1,1,High,control,0,-1.1326503828112076,-0.36839999999999995,367,1
perc002,0.12139,Large,-1,1,High,control,0,-0.9158170885795264,-0.60695,368,1
perc002,0.04472,Small,-1,1,High,control,0,-1.349498205121633,-0.2236,369,1
perc002,0.04472,Small,1,1,High,control,1,-1.349498205121633,0.2236,370,1
perc002,0.01648,Small,-1,0,Low,control,1,-1.783042792638903,-0.0824,371,1
perc002,0.12139,Large,1,1,Low,control,1,-0.9158170885795264,0.60695,372,1
perc002,0.027144,Small,1,1,Low,control,1,-1.5663261533629387,0.13572,373,1
perc002,0.027144,Large,-1,1,High,control,0,-1.5663261533629387,-0.13572,374,1
perc002,0.07368,Large,-1,1,High,control,0,-1.1326503828112076,-0.36839999999999995,375,1
perc002,0.01648,Small,-1,0,Low,control,1,-1.783042792638903,-0.0824,376,1
perc002,0.2,Large,-1,1,High,control,0,-0.6989700043360187,-1,377,1
perc002,0.027144,Large,-1,0,Low,control,1,-1.5663261533629387,-0.13572,378,1
perc002,0.04472,Large,1,1,High,control,1,-1.349498205121633,0.2236,379,1
perc002,0.01648,Small,1,1,Low,control,1,-1.783042792638903,0.0824,380,1
perc002,0.07368,Large,1,1,High,control,1,-1.1326503828112076,0.36839999999999995,381,1
perc002,0.01648,Large,1,1,High,control,1,-1.783042792638903,0.0824,382,1
perc002,0.2,Small,1,1,High,control,1,-0.6989700043360187,1,383,1
perc002,0.2,Small,-1,1,High,control,0,-0.6989700043360187,-1,384,1
perc002,0.07368,Small,-1,1,Low,control,0,-1.1326503828112076,-0.36839999999999995,385,1
perc002,0.2,Large,-1,1,High,control,0,-0.6989700043360187,-1,386,1
perc002,0.2,Small,-1,1,Low,control,0,-0.6989700043360187,-1,387,1
perc002,0.12139,Small,-1,1,High,control,0,-0.9158170885795264,-0.60695,388,1
perc002,0.01648,Large,1,1,Low,control,1,-1.783042792638903,0.0824,389,1
perc002,0.07368,Large,-1,1,High,control,0,-1.1326503828112076,-0.36839999999999995,390,1
perc002,0.01648,Large,-1,1,High,control,0,-1.783042792638903,-0.0824,391,1
perc002,0.027144,Large,1,1,High,control,1,-1.5663261533629387,0.13572,392,1
perc002,0.12139,Large,1,1,Low,control,1,-0.9158170885795264,0.60695,393,1
perc002,0.01648,Large,1,0,Low,control,0,-1.783042792638903,0.0824,394,1
perc002,0.07368,Large,1,1,High,control,1,-1.1326503828112076,0.36839999999999995,395,1
perc002,0.04472,Small,1,1,High,control,1,-1.349498205121633,0.2236,396,1
perc002,0.12139,Large,-1,1,High,control,0,-0.9158170885795264,-0.60695,397,1
perc002,0.2,Small,-1,0,Low,control,1,-0.6989700043360187,-1,398,1
perc002,0.07368,Small,-1,1,Low,control,0,-1.1326503828112076,-0.36839999999999995,399,1
perc002,0.01648,Large,1,0,Low,control,0,-1.783042792638903,0.0824,400,1
perc002,0.027144,Small,-1,1,High,control,0,-1.5663261533629387,-0.13572,401,1
perc002,0.07368,Large,1,1,Low,control,1,-1.1326503828112076,0.36839999999999995,402,1
perc002,0.04472,Large,-1,1,Low,control,0,-1.349498205121633,-0.2236,403,1
perc002,0.07368,Large,1,1,Low,control,1,-1.1326503828112076,0.36839999999999995,404,1
perc002,0.01648,Small,-1,1,High,control,0,-1.783042792638903,-0.0824,405,1
perc002,0.12139,Small,1,1,High,control,1,-0.9158170885795264,0.60695,406,1
perc002,0.2,Small,1,1,Low,control,1,-0.6989700043360187,1,407,1
perc002,0.01648,Large,-1,1,High,control,0,-1.783042792638903,-0.0824,408,1
perc002,0.07368,Small,-1,1,High,control,0,-1.1326503828112076,-0.36839999999999995,409,1
perc002,0.2,Small,-1,1,High,control,0,-0.6989700043360187,-1,410,1
perc002,0.01648,Large,-1,1,High,control,0,-1.783042792638903,-0.0824,411,1
perc002,0.12139,Large,-1,1,Low,control,0,-0.9158170885795264,-0.60695,412,1
perc002,0.12139,Small,-1,0,Low,control,1,-0.9158170885795264,-0.60695,413,1
perc002,0.027144,Small,1,1,Low,control,1,-1.5663261533629387,0.13572,414,1
perc002,0.04472,Large,-1,1,High,control,0,-1.349498205121633,-0.2236,415,1
perc002,0.07368,Small,1,1,High,control,1,-1.1326503828112076,0.36839999999999995,416,1
perc002,0.01648,Small,1,1,High,control,1,-1.783042792638903,0.0824,417,1
perc002,0.2,Large,-1,1,Low,control,0,-0.6989700043360187,-1,418,1
perc002,0.01648,Large,1,1,High,control,1,-1.783042792638903,0.0824,419,1
perc002,0.01648,Small,1,0,High,control,0,-1.783042792638903,0.0824,420,1
perc002,0.04472,Small,1,1,High,control,1,-1.349498205121633,0.2236,421,1
perc002,0.027144,Small,1,1,Low,control,1,-1.5663261533629387,0.13572,422,1
perc002,0.01648,Large,-1,1,Low,control,0,-1.783042792638903,-0.0824,423,1
perc002,0.12139,Small,1,1,Low,control,1,-0.9158170885795264,0.60695,424,1
perc002,0.027144,Small,-1,1,High,control,0,-1.5663261533629387,-0.13572,425,1
perc002,0.2,Large,-1,1,High,control,0,-0.6989700043360187,-1,426,1
perc002,0.2,Small,1,1,High,control,1,-0.6989700043360187,1,427,1
perc002,0.07368,Small,1,1,Low,control,1,-1.1326503828112076,0.36839999999999995,428,1
perc002,0.027144,Small,-1,0,Low,control,1,-1.5663261533629387,-0.13572,429,1
perc002,0.04472,Large,1,1,Low,control,1,-1.349498205121633,0.2236,430,1
perc002,0.07368,Small,1,1,High,control,1,-1.1326503828112076,0.36839999999999995,431,1
perc002,0.04472,Large,-1,1,High,control,0,-1.349498205121633,-0.2236,432,1
perc002,0.12139,Small,1,1,Low,control,1,-0.9158170885795264,0.60695,433,1
perc002,0.027144,Small,1,1,Low,control,1,-1.5663261533629387,0.13572,434,1
perc002,0.04472,Large,-1,1,Low,control,0,-1.349498205121633,-0.2236,435,1
perc002,0.04472,Large,-1,1,High,control,0,-1.349498205121633,-0.2236,436,1
perc002,0.12139,Large,1,1,High,control,1,-0.9158170885795264,0.60695,437,1
perc002,0.07368,Small,-1,1,Low,control,0,-1.1326503828112076,-0.36839999999999995,438,1
perc002,0.04472,Large,1,1,High,control,1,-1.349498205121633,0.2236,439,1
perc002,0.2,Large,-1,1,High,control,0,-0.6989700043360187,-1,440,1
perc002,0.01648,Small,-1,0,High,control,1,-1.783042792638903,-0.0824,441,1
perc002,0.04472,Large,-1,1,High,control,0,-1.349498205121633,-0.2236,442,1
perc002,0.07368,Small,1,1,Low,control,1,-1.1326503828112076,0.36839999999999995,443,1
perc002,0.12139,Large,1,1,High,control,1,-0.9158170885795264,0.60695,444,1
perc002,0.12139,Small,1,1,Low,control,1,-0.9158170885795264,0.60695,445,1
perc002,0.2,Large,1,1,High,control,1,-0.6989700043360187,1,446,1
perc002,0.027144,Small,-1,0,Low,control,1,-1.5663261533629387,-0.13572,447,1
perc002,0.2,Small,-1,1,High,control,0,-0.6989700043360187,-1,448,1
perc002,0.04472,Small,-1,1,Low,control,0,-1.349498205121633,-0.2236,449,1
perc002,0.12139,Small,-1,1,Low,control,0,-0.9158170885795264,-0.60695,450,1
perc002,0.2,Small,1,1,Low,control,1,-0.6989700043360187,1,451,1
perc002,0.04472,Large,1,1,Low,control,1,-1.349498205121633,0.2236,452,1
perc002,0.2,Large,1,1,Low,control,1,-0.6989700043360187,1,453,1
perc002,0.07368,Large,-1,1,High,control,0,-1.1326503828112076,-0.36839999999999995,454,1
perc002,0.04472,Large,-1,1,Low,control,0,-1.349498205121633,-0.2236,455,1
perc002,0.027144,Large,1,1,Low,control,1,-1.5663261533629387,0.13572,456,1
perc002,0.12139,Small,-1,1,High,control,0,-0.9158170885795264,-0.60695,457,1
perc002,0.07368,Large,-1,1,Low,control,0,-1.1326503828112076,-0.36839999999999995,458,1
perc002,0.2,Small,-1,1,High,control,0,-0.6989700043360187,-1,459,1
perc002,0.12139,Large,-1,1,High,control,0,-0.9158170885795264,-0.60695,460,1
perc002,0.2,Large,1,1,Low,control,1,-0.6989700043360187,1,461,1
perc002,0.04472,Small,-1,1,Low,control,0,-1.349498205121633,-0.2236,462,1
perc002,0.027144,Small,-1,0,High,control,1,-1.5663261533629387,-0.13572,463,1
perc002,0.01648,Small,1,1,High,control,1,-1.783042792638903,0.0824,464,1
perc002,0.2,Small,1,1,High,control,1,-0.6989700043360187,1,465,1
perc002,0.07368,Small,1,1,High,control,1,-1.1326503828112076,0.36839999999999995,466,1
perc002,0.01648,Small,-1,1,High,control,0,-1.783042792638903,-0.0824,467,1
perc002,0.04472,Small,1,1,Low,control,1,-1.349498205121633,0.2236,468,1
perc002,0.027144,Small,1,1,High,control,1,-1.5663261533629387,0.13572,469,1
perc002,0.04472,Small,-1,1,High,control,0,-1.349498205121633,-0.2236,470,1
perc002,0.12139,Large,1,1,Low,control,1,-0.9158170885795264,0.60695,471,1
perc002,0.01648,Large,1,1,High,control,1,-1.783042792638903,0.0824,472,1
perc002,0.12139,Large,1,1,Low,control,1,-0.9158170885795264,0.60695,473,1
perc002,0.12139,Small,1,1,Low,control,1,-0.9158170885795264,0.60695,474,1
perc002,0.12139,Large,-1,1,Low,control,0,-0.9158170885795264,-0.60695,475,1
perc002,0.12139,Small,-1,0,Low,control,1,-0.9158170885795264,-0.60695,476,1
perc002,0.07368,Large,1,1,Low,control,1,-1.1326503828112076,0.36839999999999995,477,1
perc002,0.04472,Large,-1,1,Low,control,0,-1.349498205121633,-0.2236,478,1
perc002,0.027144,Small,-1,1,High,control,0,-1.5663261533629387,-0.13572,479,1
perc002,0.12139,Small,-1,1,High,control,0,-0.9158170885795264,-0.60695,480,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,1,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,2,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,3,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,4,1
perp025,0.01648,Large,1,1,High,first,1,-1.783042792638903,0.0824,5,1
perp025,0.027144,Large,-1,1,High,first,0,-1.5663261533629387,-0.13572,6,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,7,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,8,1
perp025,0.01648,Small,1,1,High,first,1,-1.783042792638903,0.0824,9,1
perp025,0.027144,Large,1,1,High,first,1,-1.5663261533629387,0.13572,10,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,11,1
perp025,0.04472,Small,-1,1,Low,first,0,-1.349498205121633,-0.2236,12,1
perp025,0.04472,Small,-1,0,Low,first,1,-1.349498205121633,-0.2236,13,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,14,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,15,1
perp025,0.01648,Small,1,1,High,first,1,-1.783042792638903,0.0824,16,1
perp025,0.01648,Small,1,0,High,first,0,-1.783042792638903,0.0824,17,1
perp025,0.01648,Small,-1,1,Low,first,0,-1.783042792638903,-0.0824,18,1
perp025,0.12139,Small,-1,1,Low,first,0,-0.9158170885795264,-0.60695,19,1
perp025,0.01648,Small,1,1,Low,first,1,-1.783042792638903,0.0824,20,1
perp025,0.027144,Large,-1,0,High,first,1,-1.5663261533629387,-0.13572,21,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,22,1
perp025,0.027144,Large,1,0,Low,first,0,-1.5663261533629387,0.13572,23,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,24,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,25,1
perp025,0.01648,Large,-1,0,Low,first,1,-1.783042792638903,-0.0824,26,1
perp025,0.027144,Large,1,1,Low,first,1,-1.5663261533629387,0.13572,27,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,28,1
perp025,0.01648,Small,-1,1,High,first,0,-1.783042792638903,-0.0824,29,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,30,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,31,1
perp025,0.07368,Large,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,32,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,33,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,34,1
perp025,0.027144,Small,-1,0,Low,first,1,-1.5663261533629387,-0.13572,35,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,36,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,37,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,38,1
perp025,0.01648,Large,-1,1,High,first,0,-1.783042792638903,-0.0824,39,1
perp025,0.2,Small,-1,1,High,first,0,-0.6989700043360187,-1,40,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,41,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,42,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,43,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,44,1
perp025,0.027144,Small,1,0,Low,first,0,-1.5663261533629387,0.13572,45,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,46,1
perp025,0.01648,Large,1,1,High,first,1,-1.783042792638903,0.0824,47,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,48,1
perp025,0.2,Small,-1,1,High,first,0,-0.6989700043360187,-1,49,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,50,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,51,1
perp025,0.2,Large,-1,0,High,first,1,-0.6989700043360187,-1,52,1
perp025,0.01648,Small,1,1,High,first,1,-1.783042792638903,0.0824,53,1
perp025,0.027144,Large,-1,1,Low,first,0,-1.5663261533629387,-0.13572,54,1
perp025,0.027144,Small,-1,1,Low,first,0,-1.5663261533629387,-0.13572,55,1
perp025,0.04472,Small,-1,0,High,first,1,-1.349498205121633,-0.2236,56,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,57,1
perp025,0.027144,Large,-1,0,Low,first,1,-1.5663261533629387,-0.13572,58,1
perp025,0.04472,Large,-1,1,Low,first,0,-1.349498205121633,-0.2236,59,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,60,1
perp025,0.07368,Small,-1,0,Low,first,1,-1.1326503828112076,-0.36839999999999995,61,1
perp025,0.01648,Small,-1,0,Low,first,1,-1.783042792638903,-0.0824,62,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,63,1
perp025,0.01648,Small,-1,1,High,first,0,-1.783042792638903,-0.0824,64,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,65,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,66,1
perp025,0.01648,Large,-1,0,High,first,1,-1.783042792638903,-0.0824,67,1
perp025,0.027144,Small,-1,1,Low,first,0,-1.5663261533629387,-0.13572,68,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,69,1
perp025,0.01648,Large,-1,0,Low,first,1,-1.783042792638903,-0.0824,70,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,71,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,72,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,73,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,74,1
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,75,1
perp025,0.01648,Large,-1,0,Low,first,1,-1.783042792638903,-0.0824,76,1
perp025,0.027144,Large,1,1,High,first,1,-1.5663261533629387,0.13572,77,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,78,1
perp025,0.027144,Small,1,1,Low,first,1,-1.5663261533629387,0.13572,79,1
perp025,0.027144,Large,-1,1,High,first,0,-1.5663261533629387,-0.13572,80,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,81,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,82,1
perp025,0.027144,Small,-1,1,Low,first,0,-1.5663261533629387,-0.13572,83,1
perp025,0.12139,Small,-1,1,Low,first,0,-0.9158170885795264,-0.60695,84,1
perp025,0.027144,Large,1,0,Low,first,0,-1.5663261533629387,0.13572,85,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,86,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,87,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,88,1
perp025,0.2,Large,-1,1,High,first,0,-0.6989700043360187,-1,89,1
perp025,0.04472,Small,-1,0,Low,first,1,-1.349498205121633,-0.2236,90,1
perp025,0.07368,Large,-1,0,Low,first,1,-1.1326503828112076,-0.36839999999999995,91,1
perp025,0.07368,Large,-1,0,Low,first,1,-1.1326503828112076,-0.36839999999999995,92,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,93,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,94,1
perp025,0.04472,Large,-1,0,High,first,1,-1.349498205121633,-0.2236,95,1
perp025,0.027144,Large,1,1,Low,first,1,-1.5663261533629387,0.13572,96,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,97,1
perp025,0.01648,Large,1,0,High,first,0,-1.783042792638903,0.0824,98,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,99,1
perp025,0.027144,Small,1,1,Low,first,1,-1.5663261533629387,0.13572,100,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,101,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,102,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,103,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,104,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,105,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,106,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,107,1
perp025,0.01648,Large,1,1,High,first,1,-1.783042792638903,0.0824,108,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,109,1
perp025,0.04472,Large,-1,0,Low,first,1,-1.349498205121633,-0.2236,110,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,111,1
perp025,0.027144,Large,1,1,High,first,1,-1.5663261533629387,0.13572,112,1
perp025,0.04472,Small,1,0,Low,first,0,-1.349498205121633,0.2236,113,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,114,1
perp025,0.2,Small,-1,1,High,first,0,-0.6989700043360187,-1,115,1
perp025,0.12139,Small,-1,0,Low,first,1,-0.9158170885795264,-0.60695,116,1
perp025,0.12139,Small,-1,1,Low,first,0,-0.9158170885795264,-0.60695,117,1
perp025,0.027144,Large,-1,0,High,first,1,-1.5663261533629387,-0.13572,118,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,119,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,120,1
perp025,0.01648,Large,-1,0,Low,first,1,-1.783042792638903,-0.0824,121,1
perp025,0.027144,Small,1,1,Low,first,1,-1.5663261533629387,0.13572,122,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,123,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,124,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,125,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,126,1
perp025,0.027144,Small,-1,0,Low,first,1,-1.5663261533629387,-0.13572,127,1
perp025,0.01648,Large,-1,1,Low,first,0,-1.783042792638903,-0.0824,128,1
perp025,0.01648,Small,1,0,High,first,0,-1.783042792638903,0.0824,129,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,130,1
perp025,0.2,Large,-1,1,High,first,0,-0.6989700043360187,-1,131,1
perp025,0.01648,Large,1,1,High,first,1,-1.783042792638903,0.0824,132,1
perp025,0.07368,Small,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,133,1
perp025,0.07368,Small,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,134,1
perp025,0.027144,Large,1,1,Low,first,1,-1.5663261533629387,0.13572,135,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,136,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,137,1
perp025,0.12139,Small,-1,1,Low,first,0,-0.9158170885795264,-0.60695,138,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,139,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,140,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,141,1
perp025,0.027144,Large,-1,1,High,first,0,-1.5663261533629387,-0.13572,142,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,143,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,144,1
perp025,0.01648,Large,-1,0,High,first,1,-1.783042792638903,-0.0824,145,1
perp025,0.01648,Small,-1,1,Low,first,0,-1.783042792638903,-0.0824,146,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,147,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,148,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,149,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,150,1
perp025,0.2,Small,-1,1,High,first,0,-0.6989700043360187,-1,151,1
perp025,0.04472,Large,-1,1,Low,first,0,-1.349498205121633,-0.2236,152,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,153,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,154,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,155,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,156,1
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,157,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,158,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,159,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,160,1
perp025,0.01648,Small,1,1,Low,first,1,-1.783042792638903,0.0824,161,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,162,1
perp025,0.2,Small,-1,0,High,first,1,-0.6989700043360187,-1,163,1
perp025,0.04472,Small,-1,1,Low,first,0,-1.349498205121633,-0.2236,164,1
perp025,0.07368,Small,-1,0,Low,first,1,-1.1326503828112076,-0.36839999999999995,165,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,166,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,167,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,168,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,169,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,170,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,171,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,172,1
perp025,0.01648,Small,-1,1,High,first,0,-1.783042792638903,-0.0824,173,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,174,1
perp025,0.01648,Small,1,0,Low,first,0,-1.783042792638903,0.0824,175,1
perp025,0.04472,Small,-1,0,Low,first,1,-1.349498205121633,-0.2236,176,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,177,1
perp025,0.07368,Small,-1,0,Low,first,1,-1.1326503828112076,-0.36839999999999995,178,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,179,1
perp025,0.01648,Small,-1,0,High,first,1,-1.783042792638903,-0.0824,180,1
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,181,1
